Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble,year,month,day,SMA_50,SMA_200,RSI
2015-03-19,INDUSINDBK,EQ,903.2,919.0,919.0,875.0,879.95,881.15,900.62,1142631,102907141035000.0,22363.0,497629.0,0.4355,2015,3,19,863.883,0.0,49.48357112309302
2015-03-20,INDUSINDBK,EQ,881.15,888.0,894.9,874.25,886.05,886.35,885.97,751604,66589740120000.01,15587.0,341336.0,0.4540999999999999,2015,3,20,865.7710000000001,0.0,51.06405540350716
2015-03-23,INDUSINDBK,EQ,886.35,888.0,894.0,881.55,890.0,888.35,887.18,955973,84811585560000.0,14203.0,626163.0,0.655,2015,3,23,867.564,0.0,51.690099632106914
2015-03-24,INDUSINDBK,EQ,888.35,885.0,896.45,878.6,884.0,884.85,884.79,704010,62289758375000.0,20435.0,375035.0,0.5327000000000001,2015,3,24,869.2209999999999,0.0,50.473183987080475
2015-03-25,INDUSINDBK,EQ,884.85,887.5,889.85,864.25,870.3,871.05,872.83,715430,62445136790000.0,14085.0,292698.0,0.4090999999999999,2015,3,25,870.053,0.0,45.88616446855817
2015-03-26,INDUSINDBK,EQ,871.05,864.5,878.9,853.05,860.0,860.35,865.49,2107203,182375918105000.0,35574.0,1205864.0,0.5723,2015,3,26,870.75,0.0,42.64966953749305
2015-03-27,INDUSINDBK,EQ,860.35,861.0,887.5,850.9,884.2,880.75,867.54,1088061,94393720425000.0,18786.0,508353.0,0.4672,2015,3,27,872.0319999999999,0.0,49.9044371770369
2015-03-30,INDUSINDBK,EQ,880.75,886.05,890.0,876.1,886.9,887.95,884.29,411951,36428222025000.0,12808.0,131630.0,0.3195,2015,3,30,873.184,0.0,52.20259027161892
2015-03-31,INDUSINDBK,EQ,887.95,891.0,894.1,877.5,887.1,886.0,887.52,583298,51769022790000.0,13006.0,196486.0,0.3369,2015,3,31,874.2669999999999,0.0,51.51332550095924
2015-04-01,INDUSINDBK,EQ,886.0,884.1,928.65,880.5,928.65,925.25,910.55,954252,86889151665000.0,17916.0,395323.0,0.4143,2015,4,1,876.189,0.0,62.302656342305674
2015-04-06,INDUSINDBK,EQ,925.25,926.0,927.0,911.35,913.95,914.95,919.24,573759,52742156740000.0,13415.0,226657.0,0.395,2015,4,6,877.6790000000001,0.0,58.61649608193272
